"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"116535","Barq Media Production LLC","Active","759733","03/20/2019 00:00:00","Al Sharief Gallery Building 1st Floor Room #6  Sharjah 383","AE","info@barqmedia.ae","97165358555","100281911600003"
"116536","GOLDEN NUCLEUS GENERAL TRADING LLC","Active","550994","11/18/2019 00:00:00","135 Mezzanine floor Hamsah A Building Al Karama Dubai  Dubai 83861","AE","info@nucleusgeneraltrading.com","97142555755","100269530000003"
"116537","Prestige General Services","Active","106853","01/16/2022 00:00:00","Warehouse #77 Choithrams Warehouse Complex Al Quoz Industrial Area 4 Al Quoz  Dubai 6368","AE","preserv@prestigeservices.ae","97143419596","100039520000003"
"116538","Dnata World Travel","Active","75","04/17/2022 00:00:00","Dnata Travel Center. Sheikh Zayed RoadBusiness Bay  Dubai 1515","AE","eman.kattab@dnata.com","971522046004","100281902500003"
"116539","Kaymann Contracting LLC","Active","771678","12/06/2021 00:00:00","Office No: 201 Saheel-1 Al Nahda First Office No: 201 Saheel-1 Al Nahda First Dubai 119733","AE","kays@kaymanncontg.com","97142959141","100387828500003"
"116540","Al Bab Technical Works LLC","Active","649224","01/22/2021 00:00:00","Warehouse C-09 Phase 1 DIC Dubai UAE  Dubai 78417","AE","sales.uae@babautomation.com","971527452793","100383344700003"
"116542","Pinstorm Events Management","Active","780551","04/15/2020 00:00:00","Business bay Churchill Tower office no 3110  Dubai 46360","AE","lamiah.ali@pinstorm.ae","971568277007","100487974600003"
"116543","Nakhat Zaman Popular Kitchen","Active","90722","02/27/2019 00:00:00","Ajman Muwaihat 2 Villa no. 2  Ajman 2325","AE","nakhat.zaman2017@gmail.com","971557550655","100230141200003"
"116544","'Talent Creation Co.,Ltd'","Active","0105550074329","07/17/2028 00:00:00","183 Soi Krung Thep Kritha 7 Hua Mak Bang Kapi  Bangkok 10240","TH","talent_cre@yahoo.com","66892089258",""
"116545","Marriott Executive Apartments Dubai Creek","Active","527784","07/12/2019 00:00:00","Marriott Executive Apartments Dubai Creek  Dubai 81148","AE","Mark.Ramos@marriott.com","97142131000","100389267400003"
"116546","EMSOL Engineering & Contracting","Active","817090","10/20/2021 00:00:00","Office 204 Brashy Bldg. Al Quoz 1 Shk. Zayed RoadP.O. Box 26075 Dubai UAE  Dubai 26075","AE","info@emsol.ae","97143962345","100454612100003"
"116547","INTEGRATED POWER SOLUTIONS","Active","801740","02/28/2020 00:00:00","209 Al Zarouni Business Center Al Barsha-1 Sheikh Zayed Road Dubai 58536","AE","info@ipsemirates.com","97143356444",""
"116548","AJAD FACILITIES MANAGEMENT-SOLE PROPRIETORSHIP LLC","Active","CN-1043654","07/27/2021 00:00:00","Sector 37 Plot 38 Unit 10 Mussafah Abu Dhabi UAE  ABU DHABI 42124","AE","contact@ajad.ae","97126662866","100045210000003"
"116551","Al Tanmyah Services LLC","Active","529083","09/09/2020 00:00:00","Silicon Oasis  Dubai 82047","AE","mohammed.aves@tanmyah.ae","971553938910",""
"116552","Tickbox Training","Active","10054075","03/09/2025 00:00:00","10 Park Place  Wadebridge PL277EA","GB","info@tickboxtraining.com","441208592652",""
"116553","Mahindra Susten Pvt. Ltd.","Active","DMCC-552770","10/16/2019 00:00:00","Unit No.1803  Fortune Executive Tower Plot no. JLT-Ph2-T1AJumeirah Lake towers Dubai  Dubai DXB","AE","agarwal.sumit2@mahindra.com","971971588285373",""
"116554","BK Gulf Facilities Management","Active","224429","02/27/2022 00:00:00","Jebel Ali Industrial 2Dubai UAE  Dubai 10079","AE","bkgfm@bkgulffm.com","971048801900","100253985400003"
"116557","IDAMA FACILITIES MANAGEMENT SOLUTIONS L.L.C","Active","594746","04/30/2021 00:00:00","P.O Box 500388Dubai UAE  Dubai 500388","AE","tarek.nizameddin@ejadah.ae","971042081557","100053536700003"
"116558","GECO MECHANICAL & ELECTRICAL LTD. CO.","Active","225653","04/14/2022 00:00:00","#504 Single Business Tower Business Bay Dubai 16297","AE","yasser.khan@gecome.com","97143434733","100213927500003"
"116559","Access Master Mechanical and Engineering Equipment Trading L.L.C","Active","775747","02/06/2022 00:00:00","Al Qusais Ind. Area 5Near TasjeelSame warehouse complex like Professional couriersWarehouse # 5  Dubai 231265","AE","Hari@AccessMaster.me","97142965754","100460883000003"
"116561","ABKA INTERNATIONAL GENERAL TRADING","Active","205285","03/04/2019 00:00:00","Office SM2-22 alkunooz business center port saeed  Dubai 1570","AE","m.usman@almumtaztents.com","9710506343375",""
"116562","JACKYS ELECTRONICS LLC","Active","208553","09/17/2022 00:00:00","TWIN TOWERSBANIYAS STREETDUBAI TWIN TOWERSBANIYAS STREETDUBAI DUBAI 13745","AE","jayaram.p@jackys.com","971042594040","100268906300003"
"116563","FLAVORS","Active","501","12/28/2018 00:00:00","5EA G24  Dubai 32731","AE","basheerv142@gmail.com","971509846142","100386792400003"
"116564","Sales MENA FZ LLE","Active","2066/2011","12/27/2019 00:00:00","Office 404 Building B Al Saaha Offices Souk Al Bahar Old Town Island Burj Khalifa District Dubai 487177","AE","alaa@salesmena.com","97142487438","100374465100003"
"116565","Exrtra Co Fibre Glass & Prefab Houses","Active","371","10/12/2021 00:00:00","Industrial 2 Yanbu St.  Sharjah 6174","AE","bdm@extraco.ae","97165432538","100300029400003"
"116571","Grape Technology","Active","796593","12/16/2021 00:00:00","City Tower 2 Office no 11 15th Floor  Dubai 39699","AE","sajwani@grapetech.ae","97143333626","100490425400003"
"116572","BIZDESN","Active","81194","07/23/2020 00:00:00","Office 606 Single Business Tower Sheikh Zayed Road Dubai United Arab Emirates P.O. Box. 391563  dubai 391563","AE","rana@bizdesn.com","971043303020","100446161000003"
"116573","Rentokil Initial Pest Control LLC","Active","658459","09/04/2019 00:00:00","Oud Metha Office Building Room 401 Dubai UAE  Dubai UAE 31592","AE","jay.lazaro@rentokil.com","97143242342","100241682200003"
"116574","Johnson Controls International L.L.C.","Active","509216","12/07/2019 00:00:00","API World Tower  Dubai 32459","AE","malvika.kochhar@jci.com","971501358497","100020418800003"
"116576","Alucor Ltd.","Active","132526","04/10/2019 00:00:00","Alucor Ltd P.O.Box 18100 Dubai U.A.E.  Dubai 18100","AE","sales@alucor.com","97148831667","100248061200003"
"116577","Howden Insurance Brokers LLC","Active","560120","08/01/2020 00:00:00","305 Office Al Nasr Plaza Building Oud Metha Road  Dubai 49195","AE","howden@howdenuae.com","97143573835","100206198200003"
"116578","Unififed Microsystems","Active","678281","10/30/2021 00:00:00","1308 Park Lane Business Bay  Dubai 121410","AE","sales@unifiedmicrosystems.com","97142432025","100376202600003"
"116580","Operon Group","Active","595072","05/07/2019 00:00:00","OPERON MIDDLE EAST LIMITED 107 108 Building no:25 Dubai Health Care City  Dubai 111154","AE","shamim.yusuf@operon.co","97143635494","100003977400003"
"116582","MCFARLANE TELFER REFRIGERATION AND KITCHEN EQUIPMENT TRADING LLC","Active","723150","12/21/2019 00:00:00","Al Nasr Plaza Oud MethaUnit 520  Dubai 213661","AE","dubai@mcft.com","971553941548","100309723300003"
"116583","National Environmental Preservation Company (BeeA'h)","Active","665662","02/14/2021 00:00:00","2203 Bayswater Building Business Bay 2203 Bayswater Building Business Bay Dubai 116080","AE","tenders@beeah.ae","971561889331","100005951700003"
"116587","Akbar Travels Of India L.L.C","Active","591496","02/13/2019 00:00:00","Akbar Travels of India LLC  Bur Dubai 25772","AE","Dubai@akbargulf.com","97145236555","100252986300003"
"116588","OMNIX INTERNATIONAL","Active","224618","04/03/2021 00:00:00","Dubai Media city - Shatha tower- 37th floor  Dubai 50999","AE","mais.a@omnix.ae","97104366 9555","100284686100003"
"116589","Hitec Offices LLC","Active","239768","11/17/2021 00:00:00","30th Street Umm Hurair Road Al Karama  Dubai 27952","AE","info@hitecoffices.com","9714282-8708","100314712900003"
"116590","Pest Free LLC","Active","125653","02/26/2022 00:00:00","Dubai Investments Park 1  Dubai 11245","AE","waqas.b@akigroup.com","971565224037","100005693500003"
"116592","AL WAFA UNIQUE BUILDING CONTRACTING","Active","662350","12/06/2020 00:00:00","wearhouse no 9 al habtoor complex al quasis ind area 3 dubai 86043","AE","alena@alwafa.ae","97142255611","100211626500003"
"116593","Trust Technical Services Co. LLC","Active","CN-1048016","08/14/2022 00:00:00","Salam Street Abdulla Bin Darwish Building Office No. 1203  Abu Dhabi 41598","AE","admin@trutech.ae","97126720030","100360882300003"
"116594","Radius Exhibition Fixture LLC","Active","600965","09/22/2019 00:00:00","Warehouse No.2 Al Quoz Industrial Area 2  Dubai 123635","AE","melinda@radius.ae","97142675433","100232749000003"
"116595","SM Productions Events L.L.C","Active","799228","01/24/2021 00:00:00","Office 35 Oasis mall sheikh Zayed road  Dubai 51042","AE","ali@smproductions.ae","971048321191","100543546400003"
"116596","Jailane Eltabaa Contracting LLC","Active","763050","07/26/2019 00:00:00","Dubai Marina Plaza Dubai Marina Dubai 237545","AE","amir@09.co.uk","971559171583","100359399100003"
"116597","Faithful Gould","Active","599902","08/26/2019 00:00:00","Al Rostamani Building Khalid waleed road Dubai 33786","AE","paul.mcneill2@fgould.com","97144059183","100311127300003"
"116598","Listenlights Electromechanical Services LLC","Active","809096","06/17/2019 00:00:00","Office # 102 and #103 Business Atrium Building Dubai 88791","AE","dxb.projects@listenlights.com","97143557273","100565148200003"
"116599","De Leeuw Middle East Ltd (Dubai Branch)","Active","515506","12/04/2021 00:00:00","Al Hudaiba Awards Building Block B Suite No 211  Dubai 57345","AE","saad.kazi@deleeuw.ae","97143585883","100010222600003"
"116600","McARTHUR + COMPANY","Active","723584","12/24/2020 00:00:00","The Pinnacle Building Suite 401 Sheikh Zayed Road Al Barsha Dubai  Dubai 283850","AE","usman@mcarthurcompany.com","97143928304","100297822700003"
"116601","LAGUZINI LIGHTING EQUIPMENT TRADING L.L.C","Active","790177","09/11/2022 00:00:00","Sheikha Mowza Bldg. Shop 1 and 2 Salahuddin St.  Deira 39774","AE","info@laguzini.com","97142278510","100312166000003"
"116603","ORRO INTERIOR DESIGN LLC","Active","759209","05/22/2022 00:00:00","Sapphire TowerOffice-509 Al Ettihad st. port saeedDeira sapphire tower-509 Dubai 80800","AE","info@orrointeriors.com","971042654444","100564940300003"
"116605","SUPERTECH MIDDLE EAST ELECTROMECHANICAL WORKS LLC","Active","594688","04/30/2022 00:00:00","Sapphire toweroffice-509 Al ettihadport saeedDeira  Dubai 80800","AE","info@supertechmiddleeast.com","971042654444","100382792800003"
"116606","TETRA STAR GENERAL TRADING LLC","Active","809533","06/25/2020 00:00:00","Deira  Dubai 19245","AE","skibrahim@tetrastar.ae","971507957088","100549951000003"
"116607","Eminence Interiors LLC","Active","716989","09/09/2019 00:00:00","Office 225 Business Village Block-B DED Building Deira Dubai Deira Clock Tower Dubai Dubai 52450","AE","pulkit@eminencedubai.com","971502630797","100372093300003"
"116608","Specialised Management Group FZ-LLC","Active","18369","11/12/2020 00:00:00","Dubai Knowledge Park Block 2A Office G24 Dubai 502435","AE","info@smg-me.com","97143693453","100002407300003"
"116609","WORLD OF FURNITURE","Active","CN-1027268","04/12/2022 00:00:00","DARMAKI BUILDING 2ND FLOOR SHEIKH RASHID STREET OLD AIRPORT ROAD BESIDE CARREFOUR HYPERMARKET ABU DHABI UAE PO BOX 323  ABU DHABI 323","AE","wofdrmk@emirates.net.ae","971024447400","100617712300003"
"116610","Al Moaeed Technologies","Active","38626","02/28/2022 00:00:00","Office 35 Alfa Aluminum Building Al Qusaidat  Ras Al Khaimah 329015","AE","asad@almoaeed.com","971503538604","100361644600003"
"116611","lamar technical Projects","Active","730036","03/21/2019 00:00:00","Makateb Building  deira city center  Deira 185103","AE","lamardxb1@gmail.com","97105261999890526199989","100327521900003"
"116614","ALNABOODAH ELECTRICS LLC","Active","775522","02/04/2022 00:00:00","HATTA OMAN ROADAL AWEER  DUBAI 1200","AE","gyaneet.kumar@alnaboodah.com","97142821065","100256020700003"
"116616","ALAYDI METAL IND. FACTORY L.L.C","Active","508741","03/08/2022 00:00:00","INDUSTRIAL AREA  SHARJAH 1890","AE","AMJAD@ALAYDITENTS.COM","97165312531","100334495700003"
"116617","Del Mobili Furniture Trading L.L.C","Active","716993","09/09/2022 00:00:00","Dubai - Business Bay Empire Heights - 1F-A-02  Dubai 3903089","AE","g.homsi@mobiliemirates.com","971043809606","100211954100003"
"116618","Gulf Computer Support Systems LLC","Active","218285","12/20/2021 00:00:00","111 MATLOOB BUILDING  DUBAI 13131","AE","prakash.nair@gcss.ae","97143806010","100004662100003"
"116620","Green Field Trading","Active","545228","07/02/2019 00:00:00","Al Mulla Business Tower Office # 211 Al Ittihad Road Sharjah United Arab Emirates  Sharjah 67323","AE","info@gftuae.ae","97165363652","100354498600003"
"116621","'XSPlatforms Middle East, Dubai'","Active","3909","04/02/2022 00:00:00","PO Box 16873 Jebal Ali Dubai  Dubai 16873","AE","vipin@xsplatforms.ae","97148872488","100267916300003"
"116623","GULFWAY CARGO LLC","Active","244896","01/04/2022 00:00:00","106 GULFWAY CARGO LLC BURJ NAHAR VIEWS DEIRA PO BOX 97335 DEIRA 97335","AE","beauty.jyothi@gulfwaycargo.com","9710569585887","100335886600003"
"116625","Baldwin Global Risk Services Ltd","Active","545733","03/07/2029 00:00:00","3 Balgownie Drive Cumbernauld Glasgow 0","GB","al@baldwinglobal.com","4407493107615",""
"116627","High Systems Electromechanical Works L.L.C","Active","616856","09/23/2021 00:00:00","Industrial Area 4  Al Qusais P O Box	:  47900   Dubai  UAE Industrial Area 4  Al Qusais P O Box	:  47900   Dubai  UAE Dubai 47900","AE","sales@hsedubai.com","97142679575","100393563000003"
"116629","Yardi Systems","Active","91225","10/30/2020 00:00:00","Dubai Internet City Buildind 16 office 331  Dubai 500562","AE","said.haider@yardi.com","97144322679","100379304700003"
"116633","FUREURO","Active","815498","09/29/2021 00:00:00","G011 IT PLAZA IT PLAZA DUBAI SILICON OASIS 89048","AE","ramya@fureuro.com","97143203500","100551907700003"
"116634","KAFAAT Computer Software House","Active","597507","06/30/2019 00:00:00","Business Bay IRIS Bay Tower 25th Floor Vigor Business Center Office 2505  Dubai 410878","AE","pmo@kafaat-uae.com","971042772133","100038935100003"
"116635","SWAIDAN TRADING CO (LLC)","Active","205838","01/28/2022 00:00:00","Sheikh Zayed Rd Peugeot Showroom Building  DUBAI 1200","AE","heq@alnaboodah.com","97143400033","100256020700003"
"116637","Al Sahel Contracting Company LLC","Active","216922","03/24/2022 00:00:00","Al Sahel contractingcompanyP.O.BOX 3815 Um Ra  Dubai 3815","AE","communications@alsahelcon.com","97142857324","100025099100003"
"116638","The Purple Stroke FZE","Active","2039","11/20/2020 00:00:00","A-0024-006 - Flamingo Villas Ajman  Ajman 0000","AE","booking@thepurplestroke.com","97145547735",""
"116639","Zone Parking Solutions LLC","Active","1144432","03/05/2020 00:00:00","Office 406 SEHA Building Khalifa Park Ministries Complex Area  Abu Dhabi 53579","AE","projects@zoneparking.ae","97124914343","100053336200003"
"116641","AQMM GENERAL TRADING LLC","Active","695417","09/18/2019 00:00:00","MANAMA STREET RAS AL KHOR INDUSTRIAL AREA 2  DUBAI 127657","AE","INFO@AQMMGT.COM","97142249611","100040746800003"
"116642","Energy International Trading LLC","Active","241900","05/22/2020 00:00:00","Offices 404 and 405 UAE Red Crescent Authority Building  Garhoud Street Al Garhoud P. O. Box: 62981 DUBAI UAE.  Dubai 62981","AE","kevin.dsouza@energypark.ae","97143885619","100388816900003"
"116643","ASP Auditing","Active","563310","11/27/2019 00:00:00","P.O. Box 103528 Al Nakheel Building 28C Street Kara  Dubai 103528","AE","aspatax@gmail.com","97143353970","100280489400003"
"116644","VEGA STAR SHIPPING SERVICES LLC","Active","626675","07/01/2019 00:00:00","RED AVENUE BUILDING 2ND FLOOR 209BEHIND GGICO METRO STATIONAL GARHOUDDUBAI- UAEP.O.BOX 30736  dubai 30736","AE","sree@vegastarshipping.com","97142959742","100281775500003"
"116646","SENSE MIDDLE EAST INTERIORS L.L.C.","Active","689977","06/04/2021 00:00:00","Warehouse - 6 Behind Kalyan Jewellers Damascus Road Al Qusais  Dubai 47424","AE","sales@senseme.ae","971042352008","100024668400003"
"116647","goetzpartners Management Consultants ME LLC","Active","CL2159","04/27/2019 00:00:00","Central Park Towers OT 37 Floor 37  Dubai 507270","AE","peter.russo@goetzpartners.com","493734304","100384526800003"
"116654","Mercer","Active","CL0939","06/12/2019 00:00:00","01B  Gate Precinct Building 2 Level 5 DIFC  Dubai 215306","AE","sunil.rana@mercer.com","9710432878700","100002300000003"
"116656","Engage Innovate","Active","914 399 637","12/31/2019 00:00:00","Ulsbergleitet 27 Ulsbergleitet 27 Stavanger 4034","NO","hello@engage-innovate.com","4700092415949",""
"116658","Gibraltar Technologies LLC","Active","517045","03/03/2020 00:00:00","PO Box 62925  DUBAI 62925","AE","info@gibraltartech.net","97144587748","100388995100003"
"116661","Crossmo","Active","B65033763","01/29/2029 00:00:00","'Plaza de la Masia 2  Santa Coloma de Cervello, Barcelona 08690'","ES","menno@crossmo.es","34661858027",""
"116664","GIMCO Cargo Service LLC","Active","752722","02/20/2022 00:00:00","Naif Area  Dubai 119962","AE","mail@gimoversuae.com","97142865542",""
"116665","COLOR CASTLE ADVERTISING LLC","Active","700255","12/17/2019 00:00:00","4rth floor 421 Al Raihan building  Al mamzar  Dubai 98173","AE","reception@cca.ae","97143313477","100070325400003"
"116666","Al Arabia Electro Mechanical LLC","Active","561877","09/28/2021 00:00:00","Umm Ramool Marakesh Street Rashidiya Dubai UAE  Dubai 60204","AE","abdulsalam.qabaja@al-majid.com","97104285 1145","100204499600003"
